ProductCode,ManufacturerProductCode,ProductTitle,PriceExGST,PriceRRP,ProductCategory,StockOnHand,ProductDescription,ProductManufacturer,PromotionCode,NextAvailableStockDue
U1XV1E,U1XV1E,"HP 3y NBD CTRwDMR Troy LJM525 MFP HW Sup",1416.38,1682.00,"Printer Extended Warranty",0,"HP 3y NBD CTRwDMR Troy LJM525 MFP HW Sup,Troy M525,3yr onsite HW supp w/DMR next coverage day repair time commit & Std Bus hrs/days Window excl HP hol w/in 100m/160km",HP,,
U1XV2E,U1XV2E,"HP 4y NBD CTRwDMR Troy LJM525 MFP HW Sup",2083.31,2474.00,"Printer Extended Warranty",0,"HP 4y NBD CTRwDMR Troy LJM525 MFP HW Sup,Troy M525,4yr onsite HW supp w/DMR next coverage day repair time commit & Std Bus hrs/days Window excl HP hol w/in 100m/160km",HP,,
U1XV3E,U1XV3E,"HP 5y NBD CTRwDMR Troy LJM525 MFP HW Sup",2649.18,3146.00,"Printer Extended Warranty",0,"HP 5y NBD CTRwDMR Troy LJM525 MFP HW Sup,Troy M525,5yr onsite HW supp w/DMR next coverage day repair time commit & Std Bus hrs/days Window excl HP hol w/in 100m/160km",HP,,
U4391E,U4391E,"HP 3 Year Next Business Day Onsite Notebook Only Warranty",102.10,198.82,"Computer Extended Warranty",0,"Promotional pricing on this item is available until 31/10/21 when purchased as a standalone item.      HP 3y NextBusDayOnsite Notebook OnlySVCN6/8xxV;nc/nx Series 1y wty excl Mon;3 year of hardware only support - Next business day onsite response - 8am-5pm; Std bus days excluding HPholidays.",HP,43549538,
U4414E,U4414E,"HP 3y NextBusDayOnsite Notebook Only SVC",80.00,95.00,"Computer Extended Warranty",0,"HP 3y NextBusDayOnsite Notebook Only SVC HP 3y NextBusDayOnsite Notebook OnlySVCN/Nw/nc/nw/nx series 3/3/0 wty exclMon 3 year of hardware only support Next business day onsite response 8am-5pm Std bus days excluding HPholidays.",HP,,
U4418E,U4418E,"HP 3y Travel Nbd Onsite NB Only SVC",101.05,120.00,"Computer Extended Warranty",0," HP 3 Year,Next Business Day,Onsite,Hardware Support W/Travel - For HP Notebooks &lt;b&gt;Features & Benefits&lt;/b&gt; Get onsite support around the world More than 80 countries Customer can contact local helpdesk regarding any issues Remote problem dignosisParts are provided",HP,,
U4847E,U4847E,"HP 3y Nbd Exchange Thin Client CPU Servi",54.74,65.00,"Computer Extended Warranty",0,"HP 3y Nbd Exchange Thin Client CPU Servi  HP 3y NextBusDay Exchange TC Only SVC Thin Client T series 3/0/0 wty excl Mon 3y Exchange SVC;HW Only; HP shipsreplacement next bus day;8am-5pm;Std busdays excl HP hol.HP pre-pays returnshipment",HP,,
U4863E,U4863E,"HP 3y 4h 9x5 Onsite Desktop Only HW Supp",122.10,145.00,"Computer Extended Warranty",0,"HP 3y 4h 9x5 Onsite Desktop Only HW  SuppD5epc/dc2/5/7/dx6/GbE Switch 3y excl  Mon 3 years of hardware only support 4 hour onsite response.  8am-5pm Standard business days excluding HP  holidays.",HP,,
U4873E,U4873E,"HP 3y 4h 9x5 Onsite WS Only HW Support",79.97,94.96,"Computer Extended Warranty",0,"HP 3y 4h 9x5 Onsite WS Only HW Support  HP 3y 4h 9x5 Onsite WS Only HW Support x2/4xxx; xw Series (3/3/3 wty) excl Mon;3 years of hardware only support; 4 hour onsite response.8am-5pm;Standard business days excluding HPholidays.",HP,,
U4937E,U4937E,"HP 3y Nbd Ex SJ 84xx/7500/7500 Flow SVC",280.41,333.00,"Printer Extended Warranty",0,"HP 3y Nbd Ex SJ 84xx/7500/7500 Flow SVC  HP 3y Nbd Ex SJ 84xx/7500/7500 Flow SVC; Scanjet 7500 and 7500 Flow; 3 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays returnshipment",HP,,
U4939E,U4939E,"HP 3y NbdExch Scanjt 8270/8300/N6350 SVC",160.84,191.00,"Printer Extended Warranty",0,"HP 3y NbdExch Scanjt 8270/8300/N6350 SVC  HP 3y NbdExch Scanjt 8270/8300/N6350 SVC; Scanjet 8200; 8270; N6350; 8300 series;3 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays return shipment",HP,,
U4TF4E,U4TF4E,"HP 5y Nbd Chnl Rmt Parts LJP3015 Support",227.36,270.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts LJP3015 Support  HP 5y Nbd Chnl Rmt Parts LJP3015 Support;LaserJet P3015 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TF8E,U4TF8E,"HP 5y Nbd Chnl Rmt Parts LJ M601 Support",138.10,164.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts LJ M601 Support  HP 5y Nbd Chnl Rmt Parts LJ M601 Support;LaserJet M601 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TG2E,U4TG2E,"HP 5y Nbd Chnl Rmt Parts LJ M602 Support",223.99,266.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts LJ M602 Support  HP 5y Nbd Chnl Rmt Parts LJ M602 Support;LaserJet M602 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TG6E,U4TG6E,"HP 5y Nbd Chnl Rmt Parts LJ M603 Support",323.36,384.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts LJ M603 Support  HP 5y Nbd Chnl Rmt Parts LJ M603 Support;LaserJet M603 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TG8E,U4TG8E,"HP 3y Nbd Chnl Rmt Parts LJ M712 Support",189.47,225.00,"Printer Extended Warranty",0,"HP 3y Nbd Chnl Rmt Parts LJ M712 Support  HP 3y Nbd Chnl Rmt Parts LJ M712 Support;LaserJet M712 printer;3 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TG9E,U4TG9E,"HP 4y Nbd Chnl Rmt Parts LJ M712 Support",281.25,334.00,"Printer Extended Warranty",0,"HP 4y Nbd Chnl Rmt Parts LJ M712 Support  HP 4y Nbd Chnl Rmt Parts LJ M712 Support;LaserJet M712 printer;4 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TH0E,U4TH0E,"HP 5y Nbd Chnl Rmt Parts LJ M712 Support",365.46,434.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts LJ M712 Support  HP 5y Nbd Chnl Rmt Parts LJ M712 Support;LaserJet M712 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TH6E,U4TH6E,"HP 3y Nbd Chnl Rmt Parts CLJM855 Support",454.72,540.00,"Printer Extended Warranty",0,"HP 3y Nbd Chnl Rmt Parts CLJM855 Support  HP 3y Nbd Chnl Rmt Parts CLJM855 Support;Color LaserJet M855 printer;3 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TH7E,U4TH7E,"HP 4y Nbd Chnl Rmt Parts CLJM855 Support",674.51,801.00,"Printer Extended Warranty",0,"HP 4y Nbd Chnl Rmt Parts CLJM855 Support  HP 4y Nbd Chnl Rmt Parts CLJM855 Support;Color LaserJet M855 printer;4 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TH8E,U4TH8E,"HP 5y Nbd Chnl Rmt Parts CLJM855 Support",877.45,1042.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts CLJM855 Support  HP 5y Nbd Chnl Rmt Parts CLJM855 Support;Color LaserJet M855 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TJ2E,U4TJ2E,"HP 5y Nbd Chnl Rmt Parts CLJCP4025 Supp",654.30,777.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts CLJCP4025 Supp  HP 5y Nbd Chnl Rmt Parts CLJCP4025 Supp;Color LaserJet CP4025 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TJ4E,U4TJ4E,"HP 4y NbdOnsiteExchOJPro276dwMFP Service",154.94,184.00,"Printer Extended Warranty",0,"HP 4y NbdOnsiteExchOJPro276dwMFP Service  HP 4y NbdOnsiteExchOJPro276dwMFP Service;OfficeJet Pro 276dw;4yr Onsite unit exchange during Std Bus hours/days exluding HP holidays",HP,,
U4TJ5E,U4TJ5E,"HP 5y NbdOnsiteExchOJPro276dwMFP Service",209.68,249.00,"Printer Extended Warranty",0,"HP 5y NbdOnsiteExchOJPro276dwMFP Service  HP 5y NbdOnsiteExchOJPro276dwMFP Service;OfficeJet Pro 276dw;5yr Onsite unit exchange during Std Bus hours/days exluding HP holidays",HP,,
U4TJ6E,U4TJ6E,"HP 4y Nbd Onsite Exch OJPro251dw Service",77.47,92.00,"Printer Extended Warranty",0,"HP 4y Nbd Onsite Exch OJPro251dw Service  HP 4y Nbd Onsite Exch OJPro251dw Service;OfficeJet Pro 251dw;4yr Onsite unit exchange during Std Bus hours/days exluding HP holidays",HP,,
U4TJ7E,U4TJ7E,"HP 5y Nbd Onsite Exch OJPro251dw Service",108.63,129.00,"Printer Extended Warranty",0,"HP 5y Nbd Onsite Exch OJPro251dw Service  HP 5y Nbd Onsite Exch OJPro251dw Service;OfficeJet Pro 251dw;5yr Onsite unit exchange during Std Bus hours/days exluding HP holidays",HP,,
U4TK0E,U4TK0E,"HP 5y Nbd Chnl Rmt Parts CLJCP5525 Supp",1488.80,1768.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts CLJCP5525 Supp  HP 5y Nbd Chnl Rmt Parts CLJCP5525 Supp;Color LaserJet CP5525 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TK4E,U4TK4E,"HP 5y Nbd Chnl Rmt Parts CLJCP5225 Supp",877.45,1042.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts CLJCP5225 Supp  HP 5y Nbd Chnl Rmt Parts CLJCP5225 Supp;Color LaserJet CP5225 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TK8E,U4TK8E,"HP 5y Nbd Chnl Rmt Parts CLJM551 Support",378.94,450.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts CLJM551 Support  HP 5y Nbd Chnl Rmt Parts CLJM551 Support;Color LaserJet M551 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TL0E,U4TL0E,"HP 3y Nbd Chnl Rmt Parts CLJM750 Support",826.92,982.00,"Printer Extended Warranty",0,"HP 3y Nbd Chnl Rmt Parts CLJM750 Support  HP 3y Nbd Chnl Rmt Parts CLJM750 Support;Color LaserJet M750 printer;3 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TL1E,U4TL1E,"HP 4y Nbd Chnl Rmt Parts CLJM750 Support",1215.96,1444.00,"Printer Extended Warranty",0,"HP 4y Nbd Chnl Rmt Parts CLJM750 Support  HP 4y Nbd Chnl Rmt Parts CLJM750 Support;Color LaserJet M750 printer;4 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TL2E,U4TL2E,"HP 5y Nbd Chnl Rmt Parts CLJM750 Support",1588.16,1886.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Parts CLJM750 Support  HP 5y Nbd Chnl Rmt Parts CLJM750 Support;Color LaserJet M750 printer;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U4TL6E,U4TL6E,"HP 5y 4h 9x5 + DMR Color OJ X585MFP SVC",841.24,999.00,"Printer Extended Warranty",0,"HP 5y 4h 9x5 + DMR Color OJ X585MFP SVC  HP 5y 4h 9x5 + DMR Color OJ X585MFP SVC;Color OfficeJet X585MFP;5 year HP HW Support w/Defective Media Retention; 4hr onsite response; M-F; 8am 5pm; excl HP holidays",HP,,
U4TM2E,U4TM2E,"HP 5y 4h 9x5 + DMR Color LJ M680MFP SVC",2417.61,2871.00,"Printer Extended Warranty",0,"HP 5y 4h 9x5 + DMR Color LJ M680MFP SVC  HP 5y 4h 9x5 + DMR Color LJ M680MFP SVC;Color LaserJet M680MFP;5 year HP HW Support w/Defective Media Retention; 4hr onsite response; M-F; 8am 5pm; excl HP holidays",HP,,
U4TM8E,U4TM8E,"HP 5y 4h 9x5 + DMR Color LJ M651 Service",988.27,1173.60,"Printer Extended Warranty",0,"HP 5y 4h 9x5 + DMR Color LJ M651 Service  HP 5y 4h 9x5 + DMR Color LJ M651 Service;Color LaserJet M651;5 year HP HW Support w/Defective Media Retention; 4hr onsite response; M-F; 8am 5pm; excl HP holidays",HP,,
U4TN4E,U4TN4E,"HP 5y 4h 9x5 + DMR Color OJ X555 Service",420.20,499.00,"Printer Extended Warranty",0,"HP 5y 4h 9x5 + DMR Color OJ X555 Service  HP 5y 4h 9x5 + DMR Color OJ X555 Service;Color OfficeJet X555;5 year HP HW Support w/Defective Media Retention; 4hr onsite response; M-F; 8am 5pm; excl HP holidays",HP,,
U4TN8E,U4TN8E,"HP 3y 4h 9x5 + DMR LJ M701/706 Service",180.21,214.00,"Printer Extended Warranty",0,"HP 3y 4h 9x5 + DMR LJ M701/706 Service  HP 3y 4h 9x5 + DMR LJ M701/706 Service;LaserJet M701/706;Hardware Support during standard business hours with 4 hour onsite response With Defective Media Retention",HP,,
U4TN9E,U4TN9E,"HP 4y 4h 9x5 + DMR LJ M701/706 Service",261.89,311.00,"Printer Extended Warranty",0,"HP 4y 4h 9x5 + DMR LJ M701/706 Service  HP 4y 4h 9x5 + DMR LJ M701/706 Service;LaserJet M701/706;4 year HP HW Support w/Defective Media Retention; 4hr onsite response; M-F; 8am 5pm; excl HP holidays",HP,,
U4TP0E,U4TP0E,"HP 5y 4h 9x5 + DMR LJ M701/706 Service",336.83,400.00,"Printer Extended Warranty",0,"HP 5y 4h 9x5 + DMR LJ M701/706 Service  HP 5y 4h 9x5 + DMR LJ M701/706 Service;LaserJet M701/706;5 year HP HW Support w/Defective Media Retention; 4hr onsite response; M-F; 8am 5pm; excl HP holidays",HP,,
U4TP9E,U4TP9E,"HP 5y Nbd LJPro M521/435MFP HW Support",325.88,387.00,"Printer Extended Warranty",0,"HP 5y Nbd LJPro M521/435MFP HW Support  HP 5y Nbd LJPro M521/435MFP HW Support;Laserjet Pro M521/435;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TQ1E,U4TQ1E,"HP 5y Nbd CLJ M570 MFP HW Support",815.98,969.00,"Printer Extended Warranty",0,"HP 5y Nbd CLJ M570 MFP HW Support  HP 5y Nbd CLJ M570 MFP HW Support;Laserjet M570;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TQ3E,U4TQ3E,"HP 5y Nbd LaserJet M401 HW Support",138.10,164.00,"Printer Extended Warranty",0,"HP 5y Nbd LaserJet M401 HW Support  HP 5y Nbd LaserJet M401 HW Support;LaserJet M401;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TQ4E,U4TQ4E,"HP 4y Nbd Color LaserJet M351 HW Support",167.57,199.00,"Printer Extended Warranty",0,"HP 4y Nbd Color LaserJet M351 HW Support  HP 4y Nbd Color LaserJet M351 HW Support;LaserJet M351;4 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TQ5E,U4TQ5E,"HP 5y Nbd Color LaserJet M351 HW Support",219.78,261.00,"Printer Extended Warranty",0,"HP 5y Nbd Color LaserJet M351 HW Support  HP 5y Nbd Color LaserJet M351 HW Support;LaserJet M351;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TQ7E,U4TQ7E,"HP 5y Nbd Color LaserJet M451 HW Support",260.20,309.00,"Printer Extended Warranty",0,"HP 5y Nbd Color LaserJet M451 HW Support  HP 5y Nbd Color LaserJet M451 HW Support;LaserJet M451;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TQ9E,U4TQ9E,"HP 5y Nbd LaserJet M425 MFP HW Support",279.57,332.00,"Printer Extended Warranty",0,"HP 5y Nbd LaserJet M425 MFP HW Support  HP 5y Nbd LaserJet M425 MFP HW Support;LaserJet M425;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4TR1E,U4TR1E,"HP 5y Nbd Col LJ M475/M476MFP HW Support",498.51,592.00,"Printer Extended Warranty",0,"HP 5y Nbd Col LJ M475/M476MFP HW Support  HP 5y Nbd Col LJ M475/M476MFP HW Support;Laserjet M475/M476;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4ZX4E,U4ZX4E,"HP 5y Nbd LaserJet P2035 HW Support",258.52,307.00,"Printer Extended Warranty",0,"HP 5y Nbd LaserJet P2035 HW Support  HP 5y Nbd LaserJet P2035 HW Support;LaserJet P2035;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U4ZX6E,U4ZX6E,"HP 4y Priority Access Print Service",172.63,205.00,"Printer Extended Warranty",0,"HP 4y Priority Access Print Service  HP 4y Priority Access Print Service;All Printer products;HP 4 yr Priority Access SVC For HP PC and Printer products And customers with 250 + units",HP,,
U4ZX7E,U4ZX7E,"HP 5y Priority Access Print Service",211.36,251.00,"Printer Extended Warranty",0,"HP 5y Priority Access Print Service  HP 5y Priority Access Print Service;All Printer products;HP 5 yr Priority Access SVC For HP PC and Printer products And customers with 250 + units",HP,,
U4ZX8E,U4ZX8E,"HP 4y Priority Management Print Service",345.25,410.00,"Printer Extended Warranty",0,"HP 4y Priority Management Print Service  HP 4y Priority Management Print Service;All Printer products;HP 4 yr Priority Management SVC For HP PC and Printer products And customers with 1000 + units",HP,,
U4ZX9E,U4ZX9E,"HP 5y Priority Management Print Service",423.57,503.00,"Printer Extended Warranty",0,"HP 5y Priority Management Print Service  HP 5y Priority Management Print Service;All Printer products;HP 5 yr Priority Management SVC For HP PC and Printer products And customers with 1000 + units",HP,,
U4ZY1E,U4ZY1E,"HP 5y Nbd Onsite Ex OJ ProX451/X551 SVC",189.47,225.00,"Printer Extended Warranty",0,"HP 5y Nbd Onsite Ex OJ ProX451/X551 SVC  HP 5y Nbd Onsite Ex OJ ProX451/X551 SVC;Officejet 451 and 551;5yr Onsite unit exchange during Std Bus hours/days exluding HP holidays",HP,,
U4ZY3E,U4ZY3E,"HP 5y Nbd Onsite Ex OJ ProX476/X576 SVC",274.52,326.00,"Printer Extended Warranty",0,"HP 5y Nbd Onsite Ex OJ ProX476/X576 SVC  HP 5y Nbd Onsite Ex OJ ProX476/X576 SVC;Officejet 476 and 576;5yr Onsite unit exchange during Std Bus hours/days exluding HP holidays",HP,,
U5AD9E,U5AD9E,"HP 5y Nbd+DMR LJPro M521/435MFP HW Supp",494.30,587.00,"Printer Extended Warranty",0,"HP 5y Nbd+DMR LJPro M521/435MFP HW Supp  HP 5y Nbd+DMR LJPro M521/435MFP HW Supp;Laserjet M521 e M435 MFP;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U5X49E,U5X49E,"HP 4y Nbd Exch SJ 7000s2/7000s2 Flow SVC",280.41,333.00,"Printer Extended Warranty",0,"HP 4y Nbd Exch SJ 7000s2/7000s2 Flow SVC  HP 4y Nbd Exch SJ 7000s2/7000s2 Flow SVC; Scanjet 7000s2 and 7000s2 Flow; 4 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays return shipment",HP,,
U5X50E,U5X50E,"HP 5y Nbd Exch SJ 7000s2/7000s2 Flow SVC",359.57,427.00,"Printer Extended Warranty",0,"HP 5y Nbd Exch SJ 7000s2/7000s2 Flow SVC  HP 5y Nbd Exch SJ 7000s2/7000s2 Flow SVC; Scanjet 7000s2 and 7000s2 Flow; 5 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays return shipment",HP,,
U5X51E,U5X51E,"HP 4yNbdOsEx SJ7000s2/7000s2Flow HW Supp",393.25,467.00,"Printer Extended Warranty",0,"HP 4yNbdOsEx SJ7000s2/7000s2Flow HW Supp  HP 4yNbdOsEx SJ7000s2/7000s2Flow HW Supp; Scanjet 7000s2 and 7000s2 Flow; 4 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U5X63E,U5X63E,"HP 5y 4h 9X5 LaserJet M525MFP HW Supp",1144.39,1359.00,"Printer Extended Warranty",0,"HP 5y 4h 9X5 LaserJet M525MFP HW Supp  HP 5y 4h 9X5 LaserJet M525MFP HW Supp;Mono LaserJet M525MFP;5 years of hardware support. 4 hour onsite response.8am-5pm; Standard business days excluding HP holidays.",HP,,
U5X66E,U5X66E,"HP 5yNBD ChnlRmtPrt LaserJet M525MFP SVC",419.36,498.00,"Printer Extended Warranty",0,"HP 5yNBD ChnlRmtPrt LaserJet M525MFP SVC  HP 5yNBD ChnlRmtPrt LaserJet M525MFP SVC;Mono LaserJet M525MFP;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U5X74E,U5X74E,"HP 5y Nbd + DMR LaserJet M525 MFP Supp",621.46,738.00,"Printer Extended Warranty",0,"HP 5y Nbd + DMR LaserJet M525 MFP Supp  HP 5y Nbd + DMR LaserJet M525 MFP Supp;Mono LaserJet M525MFP;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U6578E,U6578E,"HP 3y NextBusDay Onsite DT Only HW Supp",49.47,95.00,"Computer Extended Warranty",0,"Promotional pricing on this item is available until 31/10/21 when purchased as a standalone item.   HP 3y NextBusDay Onsite DT Only HW Supp HP 3y NextBusDay Onsite DT Only HW Supp Desktop D2/3/5 Series (1/1/1) excl Mon ;3 year of hardware only support Next business day onsite response 8am-5pm Std bus days excluding HPholidays.",HP,43549538,
U6M71E,U6M71E,"HP 3YR NBD Exchange Hardware Support for OfficeJet Pro High",166.82,198.10,"Printer Extended Warranty",0,"HP 3 Year Next Business Day Hardware Support for OfficeJet Pro High",HP,,
U6M75E,U6M75E,"HP 3YR Exchange Hardware Support for OfficeJet Pro High",152.30,180.86,"Printer Extended Warranty",0,"HP 3 Year Exchange Hardware Support for OfficeJet Pro High",HP,,
U6M76E,U6M76E,"HP 3YR Rtn for Repair Hardware Support for OfficeJet Pro",100.67,119.55,"Printer Extended Warranty",0,"HP 3 Year Return for Repair Hardware Support for OfficeJet Pro High",HP,,
U6T83E,U6T83E,"HP 3y Nbd Designjet T520-36in HW Support",357.88,425.00,"Printer Extended Warranty",0,"HP 3y Nbd Designjet T520-36in HW Support  HP 3y Nbd Designjet T520-36in HW Support,Designjet T520-36in,3 years of hardware support.Next business day onsite response.8am-5pm,Std bus days excluding HP holidays.",HP,,
U6T86E,U6T86E,"HP 5y Nbd Designjet T520-36in HW Support",677.87,805.00,"Printer Extended Warranty",0,"HP 5y Nbd Designjet T520-36in HW Support  HP 5y Nbd Designjet T520-36in HW Support,Designjet T520-36in,5 years of hardware support.Next business day onsite response.8am-5pm,Std bus days excluding HP holidays.",HP,,
