Manufacturer Brand,MPN,Description,Dealer ex GST
Mipro,MA808CDMB-5,"MIPRO Portable PA with Bluetooth, Wireless Mic Receiver and CD/USB Player, 265 Watts Biamped. 10"" woofer, 1"" compression driver. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, Single RCA Line Input, Single RCA Line Output. Use on a table or speaker stand. Can be optioned with up to four wireless mics with MRM70B wireless modules or MTM91 interlink transmitter module. 5NB frequency band. 20.5kg. ","$3,808.00"
Mipro,MA808EXP,"MIPRO Extension Speaker for MA808. Same dimensions and look as MA808. 10"" woofer and 1"" compression driver. Supplied with 10m cable. Use on a table or speaker stand. ","$1,220.00"
Mipro,SC808,MIPRO Protective carry and storage bag for MA808. Includes pouches for transmitters and other accessories.,$176.00
Mipro,MB-123,"MIPRO Replacement Battery Cradle for New MA100, MA100D, MA200, MA200D, MA300 and MA300D (smart cradle only, no batteries, use MB-14)",$82.00
Mipro,MB-14,"MIPRO Replacement Lithium Rechargeable Battery (set of 4) for New MA100, MA200, MA300 Series. (use with MB-123 cradle)",$224.00
Mipro,MB-10,"MIPRO Replacement Lithium Rechargeable Battery for older MA100 and MA303 Series. (14.8V, 2.6AH)",$199.00
Mipro,MB-25,"MIPRO Replacement Lithium Rechargeable Battery for MA101B and MA202B. (14.8V, 2.6AH) ",$204.00
Mipro,MB-30,"MIPRO Replacement Sealed Lead-acid Rechargeable Battery for MA101C, MA101A and MA705 (two required for MA705). (12V, 2.9AH) ",$82.00
Mipro,MB-35,"MIPRO Replacement Lithium Rechargeable Battery for MA505 Series. (22.2V, 4.5AH) ",$424.00
Mipro,MB-70,"MIPRO Replacement Sealed Lead-acid Rechargeable Battery for MA707, MA708 and MA808 (two required per unit). (12V, 4.5AH) ",$78.00
Mipro,MB-80,"MIPRO MB-80 battery case holds four lithium batteries and can be used as a direct replacement for the standard lead-acid battery in the MA707, MA708 and MA808. Two MB-80 and 2 x MB-15 (set of four batteries) are required per unit. Perfect for heavy users and those wanting to reduce the weight of the systems. ",$234.00
Mipro,MB-15,"MIPRO Lithium Iron Phosphate Rechargeable Battery for MB-80. (32650 type. 5 AH. high-capacity). Set of 4, so one set required per MB-80. Two MB-15 and two MB-80 required per MA707, MA708, MA808.
",$212.00
Mipro,MT92A-5,MIPRO Rack Mount Transmitter. XLR/6.35mm Mic/Line combo connector. Switchable +48V phantom power. Rear panel adjustable input sensitivity. 5NB frequency band. ,$750.00
Mipro,4CP0001,"MIPRO External Windscreen for ACT32H/HC, ACT70H/HC and ACT80H/HC handheld microphones. Pack of 2. Black ",$15.00
Mipro,4CP0002,MIPRO Windsocks for MU53L lapel and MU53HN Headworn microphones. Pack of 4. Black ,$15.00
Mipro,4CP0006,MIPRO Windsocks for MU55L and MU55HN lapel and headworn microphones. Pack of 4. Black,$15.00
Mipro,4CP0007,MIPRO Windsocks for MU55LS and MU55HNS lapel and headworn microphones. Pack of 4. Beige.,$15.00
Mipro,4CP0009,MIPRO Windsocks for MU53L lapel and MU53HNS Headworn microphones. Pack of 4. Beige.,$15.00
Mipro,4CP0019,MIPRO Windsocks for MU23d headworn microphone. Pack of 2. Beige.,$15.00
Mipro,4CP0005,MIPRO Mic Clamp for MU55L Lapel Microphone. Pack of 4. Black.,$13.00
Mipro,4CP0016,Mic Clamp for MU53LS Beige  Lapel Microphone. Pack of 4. Beige.,$14.00
Mipro,4CP0017,Mic Clamp for MU53L Lapel Microphone. Pack of 4. Black.,$14.00
Mipro,7AF007,Mic Clamp for MU55L Lapel Microphone. Per unit. Black.,$5.00
Mipro,7AF016,Mic Clamp for MU55LS Lapel Microphone. Per unit. Beige.,$5.00
Mipro,2TA042,Replacement Antenna for ACT311B and ACT312B (5NB). Each.,$130.00
Mipro,2TA021A,Replacement Antenna for ACT311B and ACT312B (6B). Each.,$130.00
Mipro,2TB015,Replacement Antenna for ACT2412A and ACT2414A (2.4GHz). Each.,$130.00
Mipro,2TA005,"Replacement Antenna for ACT71, ACT72 and ACT74 (6UA). Each.",$130.00
Mipro,2TB011,"Replacement Antenna for ACT818, ACT828 (5F). Each.",$130.00
Mipro,HW50F,MIPRO black replacement headband to suit MU53HN and MU55HN headworn mics.,$51.00
Mipro,Mipro-PSU,Mipro replacement PSU for ACT300 series receivers,$22.00
Mipro,ACT30H-5,Handheld Wireless Mic to use with older ACT311/312 (non B) receivers or MRM70 receiver modules on 5NB,$284.00
Mipro,ACT30H-6,"Handheld Wireless Mic to use with ACT707S, ACT707SE ACT707D, ACT707DE, MRM70-R and ACT311/312 on 6B. Can replace ACT707H or ACT707HE mics on 6B.",$284.00
Mipro,ACT30T-5,Bodypack transmitter (no mic) to use with older ACT311/312 (non B) receivers or MRM70 receiver modules on 5NB,$259.00
Mipro,ACT30T-6,"Bodypack transmitter (no mic) to use with ACT707S, ACT707SE ACT707D, ACT707DE, MRM70-R and ACT311/312 on 6B. Can replace ACT707T or ACT707TE Bodypacks on 6B.",$259.00
Netgear AV,AGM731F,NETGEAR 1000BASE-SX SFP Tranceiver- MULTIMODE LC GBIC,$170.00
Netgear AV,AGM732F,NETGEAR 1000BASE-LX SFP Tranceiver- SINGLE MODE LC GBIC,$314.00
Netgear AV,AGM734-10000S,NETGEAR 1000BASE-T SFP Tranceiver- COPPER RJ45 GBIC,$287.00
Netgear AV,APM414C-10000S,Interface card for M4350-16M4V with 4x 10G RJ-45 ports,$953.00
Netgear AV,APM414LD-10000S,Interface card for M4350-16M4V with 2x Neutrik opticalCON QUAD connectors for 4x SMF transceivers,"$2,738.00"
Netgear AV,APM414SD-10000S,Interface card for M4350-16M4V with 2x Neutrik opticalCON QUAD connectors for 4x MMF transceivers,"$2,738.00"
Netgear AV,APM414V-10000S,Interface card for M4350-16M4V with 4x 25G SFP28 ports,"$1,213.00"
Netgear AV,APS1000W-100AJS,"NETGEAR 1000W AC Power Supply Module for M4300, M6100, RPS4000","$1,197.00"
Netgear AV,APS1200W-200AJS,NETGEAR 1200W AC Power Supply Module - Compatible with XSM4340CV/4340V/4340FV/4320C/4344C,$896.00
Netgear AV,APS2000W-100AJS,"NETGEAR 2000W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ","$1,493.00"
Netgear AV,APS2000W-200AJS,NETGEAR 2000W AC Power Supply Module - Compatible with XSM4340CV/4340V/4340FV/4320C/4344C ,"$1,493.00"
Netgear AV,APS250W-100AJS,NETGEAR 250W AC Power Supply Module for M4300,$361.00
Netgear AV,APS254W-10000S,NETGEAR 254W Power Adapter for M4350 MSM4310 and M4250 GSM4210PX,$189.00
Netgear AV,APS350W-100AJS,"NETGEAR 350W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",$597.00
Netgear AV,APS600W-200AJS,"NETGEAR 600W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",$696.00
Netgear AV,APS600W-300AJS,NETGEAR 600W AC Power Supply Module - Compatible with XSM4340CV/4340V/4340FV/4320C/4344C ,$858.00
Netgear AV,APS920W-100AJS,"NETGEAR 920W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",$896.00
Netgear AV,AXC761-10000S,NETGEAR 1m SFP+ PASSIVE Direct Attach Cable,$138.00
Netgear AV,AXC763-10000S,NETGEAR 3m SFP+ PASSIVE Direct Attach Cable,$197.00
Netgear AV,AXM761-10000S,NETGEAR 10GBASE-SR SFP+ Tranceiver- MULTIMODE LC GBIC,$710.00
Netgear AV,AXM761P10-10000S,NETGEAR 10GBASE-SR SFP+ Tranceiver- MULTIMODE LC GBIC - 10 Pack,"$2,571.00"
Netgear AV,AXM762-10000S,NETGEAR 10GBASE-LR SFP+ Tranceiver- SINGLE MODE LC GBIC,"$1,294.00"
Netgear AV,AXM762P10-10000S,NETGEAR 10GBASE-LR SFP+ Tranceiver- SINGLE MODE LC GBIC - 10 Pack,"$6,526.00"
Netgear AV,AXM763-10000S,NETGEAR 10GBASE-LRM SFP+ Tranceiver- MULTIMODE LC GBIC,"$1,017.00"
Netgear AV,AXM764-10000S,NETGEAR 10GBASE-LR Lite SFP+ Tranceiver- SINGLE MODE LC GBIC,$449.00
Netgear AV,AXM765-20000S,NETGEAR 10GBASE-T SFP+ Tranceiver Module - COPPER RJ45 GBIC,$699.00
Netgear AV,CSM4316-100AJS,NETGEAR M4350-16C 16x 100G QSFP28 ,"$14,045.00"
Netgear AV,CSM4532-100AJS,NETGEAR M4500-32C 32-Port QSFP28 100G/50G/40G Fully Managed Switch ,"$36,559.00"
Netgear AV,GSM4210PD-100AUS,NETGEAR M4250-9G1F-PoE+ Desktop Managed Switch 8x1G PoE+ 110W 1x1G and 1xSFP AV Line (GSM4210PD),"$1,197.00"
Netgear AV,GSM4210PX-100AUS,NETGEAR M4250-8G2XF-PoE+ Desktop Managed Switch 8x1G PoE+ 220W and 2x10G SFP+ AV Line (GSM4210PX),"$1,797.00"
Netgear AV,GSM4212P-100AJS,NETGEAR AV Line M4250-10G2F-PoE+ 8x1G PoE+ 125W 2x1G and 2xSFP Managed Switch (GSM4212P),"$1,217.00"
Netgear AV,GSM4212PX-100AJS,NETGEAR AV Line M4250-10G2XF-PoE+ 8x1G PoE+ 240W 2x1G and 2xSFP+ Managed Switch (GSM4212PX),"$1,956.00"
Netgear AV,GSM4212UX-100AJS,NETGEAR AV Line M4250-10G2XF-PoE++ 8x1G Utra90 PoE++ 802.3bt 720W 2x1G and 2xSFP+ Managed Switch (GSM4212UX),"$2,396.00"
Netgear AV,GSM4230P-100AJS,NETGEAR AV Line M4250-26G4F-PoE+ 24x1G PoE+ 300W 2x1G and 4xSFP Managed Switch (GSM4230P),"$2,396.00"
Netgear AV,GSM4230PX-100AJS,NETGEAR AV Line M4250-26G4XF-PoE+ 24x1G PoE+ 480W 2x1G and 4xSFP+ Managed Switch (GSM4230PX),"$3,474.00"
Netgear AV,GSM4230UP-100AJS,"NETGEAR AV Line M4250-26G4F-PoE++ 24x1G Ultra90 PoE++ 802.3bt 1,440W 2x1G and 4xSFP Managed Switch (GSM4230UP)","$4,792.00"
Netgear AV,GSM4248P-100AJS,NETGEAR AV Line M4250-40G8F-PoE+ 40x1G PoE+ 480W and 8xSFP Managed Switch (GSM4248P),"$4,352.00"
Netgear AV,GSM4248PX-100AJS,NETGEAR AV Line M4250-40G8XF-PoE+ 40x1G PoE+ 960W and 8xSFP+ Managed Switch (GSM4248PX),"$5,590.00"
Netgear AV,GSM4248UX-100AJS,"NETGEAR AV Line M4250-40G8XF-PoE++ 40x1G Ultra90 PoE++ 802.3bt 2,880W and 8xSFP+ Managed Switch (GSM4248UX)","$9,364.00"
Netgear AV,GSM4328-100AJS,"NETGEAR M4350-24G4XF 28-port Layer 3 Stackable Fully Managed Switch with 24 x 1G POE+ & 4 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (GSM4328)","$4,579.00"
Netgear AV,GSM4328PA-100AJS,"NETGEAR M4300-28G-POE+ 24-port PoE+ Layer 3 Stackable Fully Managed Switch with 2 x 10GBASE-T & 2 x SFP+ & 550W PSU, ProSAFE® Lifetime Warranty","$3,673.00"
Netgear AV,GSM4328PB-100AJS,"NETGEAR M4300-28G-POE+ 24-port PoE+ Layer 3 Stackable Fully Managed Switch with 2 x 10GBASE-T & 2 x SFP+ & 1,000W PSU, ProSAFE® Lifetime Warranty","$4,452.00"
Netgear AV,GSM4352-100AJS,"NETGEAR M4350-48G4XF 52-port Layer 3 Stackable Fully Managed Switch with 48 x 1G POE+ & 4 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (GSM4352)","$6,570.00"
Netgear AV,GSM4352PA-100AJS,"NETGEAR M4300-52G-POE+ 48-port PoE+ Layer 3 Fully Managed Stackable Switch with 2 x 10GBASE-T & 2 x SFP+ & 550W PSU, ProSAFE® Lifetime Warranty","$5,111.00"
Netgear AV,GSM4352PB-100AJS,"NETGEAR M4300-52G-POE+ 48-port PoE+ Layer 3 Fully Managed Stackable Switch with 2 x 10GBASE-T & 2 x SFP+ & 1,000W PSU, ProSAFE® Lifetime Warranty","$5,910.00"
Netgear AV,GSM4352S-100AJS,"NETGEAR M4300-52G 48-port Layer 3 Stackable Fully Managed Stackable Switch with 2 x 10GBASE-T & 2 x SFP+, ProSAFE® Lifetime Warranty","$3,673.00"
Netgear AV,MSM4214X-100AJS,NETGEAR AV Line M4250-12M2XF 12x2.5G and 2xSFP+ Managed Switch (MSM4214X),"$1,956.00"
Netgear AV,MSM4310-100AJS,NETGEAR M4350-8M2V 10-Port Managed Switch with 8 x 2.5G PoE++ with 2 x 25GBASE-X SFP28 (MSM4310),"$6,235.00"
Netgear AV,MSM4320-100AJS,NETGEAR M4350-16M4V 16x 2.5G PoE++ incl. 8x Neutrik etherCON and 4x 25G SFP28,"$11,600.00"
Netgear AV,MSM4328F-100AJS,NETGEAR M4350-24F4X 32-Port Managed Switch with 24 x 2.5G SFP and 4 x SFP+ (MSM4328F),"$8,544.00"
Netgear AV,MSM4332-100AJS,NETGEAR M4350-24M4X4V 32-Port Managed Switch with 24 x 2.5G and 4 x 10g/Multi-Gig PoE++ with 4 x 25GBASE-X SFP28 (MSM4332),"$8,174.00"
Netgear AV,MSM4352-100AJS,NETGEAR M4350-44M4X4V 52-Port Managed Switch with 44 x 2.5G and 4 x 10g/Multi-Gig PoE++ with 4 x 25GBASE-X SFP28 (MSM4352),"$9,955.00"
Netgear AV,XSM4216F-100AJS,NETGEAR AV Line M4250-16XF 16x1G/10G Fiber SFP+ Managed Switch (XSM4216F),"$2,396.00"
Netgear AV,XSM4316-100AJS,"NETGEAR M4350-8X8F 16-port Half Width Layer 3 Fully Managed Switch with 8 x 10G/Multi-Gig &8 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (XSM4316)","$4,380.00"
Netgear AV,XSM4316PB-100AJS,"NETGEAR M4300-16X 16-port PoE+ Stackable Layer 3 Fully Managed  Switch with 16 x 10GBASE-T/MultiGig (half width) & 600W PSU, ProSAFE® Lifetime Warranty (XSM4316PB)","$5,650.00"
Netgear AV,XSM4316S-100AJS,"NETGEAR M4300-8X8F 16-port Stackable Layer 3 Fully Managed  Switch with 8 x 10GBASE-T & 8 x SFP+ ports (half width), ProSAFE® Lifetime Warranty","$4,312.00"
Netgear AV,XSM4324-100AJS,"NETGEAR M4350-12X12F 24-port Half Width Layer 3 Fully Managed Switch with 12 x 10G/Multi-Gig & 12 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (XSM4324)","$5,973.00"
Netgear AV,XSM4324CS-100AJS,"NETGEAR M4300-24X  24-port Stackable Layer 3 Fully Managed Switch with 24 x 10GBASE-T & 4 x SFP+ ports (half width), ProSAFE® Lifetime Warranty","$7,387.00"
Netgear AV,XSM4328CV-100AJS,"NETGEAR M4350-24X4V 28-port Stackable Layer 3 Fully Managed Switch with 24 x 10G/Multi-gig & 4 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4328CV) ","$7,964.00"
Netgear AV,XSM4328FV-100AJS,"NETGEAR M4350-24F4V 28-port Stackable Layer 3 Fully Managed Switch with 24 x 10GBASE-X SFP+ & 4 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4328FV)","$5,973.00"
Netgear AV,XSM4340CV-100AJS,"NETGEAR M4350-36X4V 40-port Stackable Layer 3 Fully Managed Switch with 36 x 10G/Multi-gig PoE++ & 4 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4340CV)","$13,938.00"
Netgear AV,XSM4340FV-100AJS,"NETGEAR M4350-32X8V 40-port Stackable Layer 3 Fully Managed Switch with 32 x 10GBASE-X SFP+ & 8 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4340FV) ","$9,955.00"
Netgear AV,XSM4340V-100AJS,"NETGEAR M4350-24X8F8V 40-port Stackable Layer 3 Fully Managed Switch with 24 x 10G/Multi-gig PoE++, 8 x 10GBASE-X SFP+ & 8 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4340V) ","$11,947.00"
Netgear AV,XSM4344C-100AJS,"NETGEAR M4350-40X4C 44-port Stackable Layer 3 Fully Managed Switch with 40 x 10G/Multi-gig PoE++ & 4 x 100GBASE-X QSFP28, ProSAFE® Lifetime Warranty (XSM4344C)","$24,441.00"
Netgear AV,XSM4348CS-100AJS,"NETGEAR M4300-48X 48-port Stackable Layer 3 Fully Managed Switch with 48 x 10GBASE-T & 4 x SFP+ ports, ProSAFE® Lifetime Warranty","$13,976.00"
Netgear AV,XSM4348S-100AJS,"NETGEAR M4300-24X24F 48-port Stackable Layer 3 Fully Managed Switch with 24 x 10GBASE-T & 24 x SFP+ ports, ProSAFE® Lifetime Warranty","$11,980.00"
Netgear AV,XSM4556-100AJS,"NETGEAR M4500-48XF8C 48-port 10/25G & 8 Port 40/50/100G Fully Managed Switch with 48 x 10 Gigabit SFP28 + 8 x 100 Gigabit QSFP28 - front to back airflow - rack-mountable, ProSAFE® Lifetime Warranty","$28,570.00"
Netgear AV,MS324TXUP-100AUS,NETGEAR 24-Port Multi-Gigabit (2.5G) Ethernet Ultra60 PoE++ Smart Switch with 4 SFP+ Ports,"$3,960.00"
Netgear AV,WBE710-100APS,NETGEAR Insight Managed WiFi 7 BE9400 Tri Band Access Point (WBE710)  1-Year Insight subscription included,$715.00
Netgear AV,WBE718-111APS,NETGEAR Insight Managed WiFi 7 BE9400 Tri Band Access Point (WBE718)  4-Year Insight subscription included,$732.00
Pleneo,Pleneo Medium Room Kit," Pleneo Medium Room Kit is a fully pre-defined, pre-validated room system for medium meeting spaces up to 50m2. Requires supported ceiling microphone (sold separately) including: Sennheiser TeamConnect Ceiling Medium, Shure MXA920 or Shure MXA901 for plug-and-play, automated deployment and AudioIQ tuning. Includes 1 x RoomHub, 4 x RoomDesign Ceiling (Arctic White) and 1 x RoomVision, with 5 x 7m, 2 x 2m Cat5e cables, and 2 x 1m USB-C cables. Natively integrated with Pleneo Cloud. 3 Year Warranty. DUE Q2","$7,748.00"
